template,zone,element,attr,control_name
2,7,3,value,MOTION32_SCREEN_MIXER_CHANNEL_BUT_MUTE[6]
2,7,3,visible,MOTION32_SCREEN_MIXER_CHANNEL_BUT_MUTE_VISIBLE[6]
2,7,4,value,MOTION32_SCREEN_MIXER_CHANNEL_BUT_SOLO[6]
2,7,4,visible,MOTION32_SCREEN_MIXER_CHANNEL_BUT_SOLO_VISIBLE[6]
2,7,5,color,MOTION32_SCREEN_MIXER_CHANNEL_LABEL_BACKGROUND[6]
2,7,6,text,MOTION32_SCREEN_MIXER_CHANNEL_LABEL[6]
2,7,7,value,MOTION32_SCREEN_MIXER_CHANNEL_METER_LEFT[6]
2,7,7,visible,MOTION32_SCREEN_MIXER_CHANNEL_METER_LEFT_VISIBLE[6]
2,7,7,color,MOTION32_SCREEN_MIXER_CHANNEL_METER_LEFT_BACKGROUND[6]
2,7,8,value,MOTION32_SCREEN_MIXER_CHANNEL_METER_RIGHT[6]
2,7,8,visible,MOTION32_SCREEN_MIXER_CHANNEL_METER_RIGHT_VISIBLE[6]
2,7,8,color,MOTION32_SCREEN_MIXER_CHANNEL_METER_RIGHT_BACKGROUND[6]
2,8,0,color,MOTION32_SCREEN_MIXER_CHANNEL_BACKGROUND[7]
2,8,1,text,MOTION32_SCREEN_MIXER_CHANNEL_CH_NUMBER[7]
2,8,1,visible,MOTION32_SCREEN_MIXER_CHANNEL_CH_NUMBER_VISIBLE[7]
2,8,2,value,MOTION32_SCREEN_MIXER_CHANNEL_FADER[7]
2,8,2,visible,MOTION32_SCREEN_MIXER_CHANNEL_FADER_VISIBLE[7]
2,8,3,value,MOTION32_SCREEN_MIXER_CHANNEL_BUT_MUTE[7]
2,8,3,visible,MOTION32_SCREEN_MIXER_CHANNEL_BUT_MUTE_VISIBLE[7]
2,8,4,value,MOTION32_SCREEN_MIXER_CHANNEL_BUT_SOLO[7]
2,8,4,visible,MOTION32_SCREEN_MIXER_CHANNEL_BUT_SOLO_VISIBLE[7]
2,8,5,color,MOTION32_SCREEN_MIXER_CHANNEL_LABEL_BACKGROUND[7]
2,8,6,text,MOTION32_SCREEN_MIXER_CHANNEL_LABEL[7]
2,8,7,value,MOTION32_SCREEN_MIXER_CHANNEL_METER_LEFT[7]
2,8,7,visible,MOTION32_SCREEN_MIXER_CHANNEL_METER_LEFT_VISIBLE[7]
2,8,7,color,MOTION32_SCREEN_MIXER_CHANNEL_METER_LEFT_BACKGROUND[7]
2,8,8,value,MOTION32_SCREEN_MIXER_CHANNEL_METER_RIGHT[7]
2,8,8,visible,MOTION32_SCREEN_MIXER_CHANNEL_METER_RIGHT_VISIBLE[7]
2,8,8,color,MOTION32_SCREEN_MIXER_CHANNEL_METER_RIGHT_BACKGROUND[7]
3,0,0,color,MOTION32_SCREEN_PARAMS_BACKGROUND
3,1,0,color,MOTION32_SCREEN_PARAMS_HEADER_BACKGROUND
3,1,1,text,MOTION32_SCREEN_PARAMS_BUTTON_TEXT[0]
3,1,1,color,MOTION32_SCREEN_PARAMS_BUTTON_TEXT_COLOR[0]
3,1,1,visible,MOTION32_SCREEN_PARAMS_BUTTON_TEXT_VISIBLE[0]
3,1,2,text,MOTION32_SCREEN_PARAMS_BUTTON_TEXT[1]
3,1,2,color,MOTION32_SCREEN_PARAMS_BUTTON_TEXT_COLOR[1]
3,1,2,visible,MOTION32_SCREEN_PARAMS_BUTTON_TEXT_VISIBLE[1]
3,1,3,text,MOTION32_SCREEN_PARAMS_BUTTON_TEXT[2]
3,1,3,color,MOTION32_SCREEN_PARAMS_BUTTON_TEXT_COLOR[2]
3,1,3,visible,MOTION32_SCREEN_PARAMS_BUTTON_TEXT_VISIBLE[2]
3,1,4,text,MOTION32_SCREEN_PARAMS_BUTTON_TEXT[3]
3,1,4,color,MOTION32_SCREEN_PARAMS_BUTTON_TEXT_COLOR[3]
3,1,4,visible,MOTION32_SCREEN_PARAMS_BUTTON_TEXT_VISIBLE[3]
3,1,5,text,MOTION32_SCREEN_PARAMS_HEADER_TITLE_TEXT
3,1,5,color,MOTION32_SCREEN_PARAMS_HEADER_TITLE_TEXT_COLOR
3,1,5,visible,MOTION32_SCREEN_PARAMS_HEADER_TITLE_TEXT_VISIBLE
3,1,5,font,MOTION32_SCREEN_PARAMS_HEADER_TITLE_TEXT_FONTSTYLE
3,2,0,color,MOTION32_SCREEN_PARAMS_HEADER_DIVIDER_COLOR
3,2,0,visible,MOTION32_SCREEN_PARAMS_HEADER_DIVIDER_VISIBLE
3,12,0,color,MOTION32_SCREEN_PARAMS_FOOTER_DIVIDER_COLOR
3,13,0,color,MOTION32_SCREEN_PARAMS_FOOTER_BACKGROUND
3,13,1,text,MOTION32_SCREEN_PARAMS_BUTTON_TEXT[4]
3,13,1,color,MOTION32_SCREEN_PARAMS_BUTTON_TEXT_COLOR[4]
3,13,1,visible,MOTION32_SCREEN_PARAMS_BUTTON_TEXT_VISIBLE[4]
3,13,2,text,MOTION32_SCREEN_PARAMS_BUTTON_TEXT[5]
3,13,2,color,MOTION32_SCREEN_PARAMS_BUTTON_TEXT_COLOR[5]
3,13,2,visible,MOTION32_SCREEN_PARAMS_BUTTON_TEXT_VISIBLE[5]
3,13,3,text,MOTION32_SCREEN_PARAMS_BUTTON_TEXT[6]
3,13,3,color,MOTION32_SCREEN_PARAMS_BUTTON_TEXT_COLOR[6]
3,13,3,visible,MOTION32_SCREEN_PARAMS_BUTTON_TEXT_VISIBLE[6]
3,13,4,text,MOTION32_SCREEN_PARAMS_BUTTON_TEXT[7]
3,13,4,color,MOTION32_SCREEN_PARAMS_BUTTON_TEXT_COLOR[7]
3,13,4,visible,MOTION32_SCREEN_PARAMS_BUTTON_TEXT_VISIBLE[7]
3,3,0,color,MOTION32_SCREEN_PARAMS_BUTTON_BACKGROUND[0]
3,3,0,visible,MOTION32_SCREEN_PARAMS_BUTTON_BACKGROUND_VISIBLE[0]
3,3,1,text,MOTION32_SCREEN_PARAMS_LABEL[0]
3,3,1,color,MOTION32_SCREEN_PARAMS_LABEL_COLOR[0]
3,3,1,visible,MOTION32_SCREEN_PARAMS_LABEL_VISIBLE[0]
3,3,2,text,MOTION32_SCREEN_PARAMS_VALUE[0]
3,3,2,color,MOTION32_SCREEN_PARAMS_VALUE_COLOR[0]
3,3,2,visible,MOTION32_SCREEN_PARAMS_VALUE_VISIBLE[0]
3,4,0,color,MOTION32_SCREEN_PARAMS_BUTTON_BACKGROUND[1]
3,4,0,visible,MOTION32_SCREEN_PARAMS_BUTTON_BACKGROUND_VISIBLE[1]
3,4,1,text,MOTION32_SCREEN_PARAMS_LABEL[1]
3,4,1,color,MOTION32_SCREEN_PARAMS_LABEL_COLOR[1]
3,4,1,visible,MOTION32_SCREEN_PARAMS_LABEL_VISIBLE[1]
3,4,2,text,MOTION32_SCREEN_PARAMS_VALUE[1]
3,4,2,color,MOTION32_SCREEN_PARAMS_VALUE_COLOR[1]
3,4,2,visible,MOTION32_SCREEN_PARAMS_VALUE_VISIBLE[1]
3,5,0,color,MOTION32_SCREEN_PARAMS_BUTTON_BACKGROUND[2]
3,5,0,visible,MOTION32_SCREEN_PARAMS_BUTTON_BACKGROUND_VISIBLE[2]
3,5,1,text,MOTION32_SCREEN_PARAMS_LABEL[2]
3,5,1,color,MOTION32_SCREEN_PARAMS_LABEL_COLOR[2]
3,5,1,visible,MOTION32_SCREEN_PARAMS_LABEL_VISIBLE[2]
3,5,2,text,MOTION32_SCREEN_PARAMS_VALUE[2]
3,5,2,color,MOTION32_SCREEN_PARAMS_VALUE_COLOR[2]
3,5,2,visible,MOTION32_SCREEN_PARAMS_VALUE_VISIBLE[2]
3,6,0,color,MOTION32_SCREEN_PARAMS_BUTTON_BACKGROUND[3]
3,6,0,visible,MOTION32_SCREEN_PARAMS_BUTTON_BACKGROUND_VISIBLE[3]
3,6,1,text,MOTION32_SCREEN_PARAMS_LABEL[3]
3,6,1,color,MOTION32_SCREEN_PARAMS_LABEL_COLOR[3]
3,6,1,visible,MOTION32_SCREEN_PARAMS_LABEL_VISIBLE[3]
3,6,2,text,MOTION32_SCREEN_PARAMS_VALUE[3]
3,6,2,color,MOTION32_SCREEN_PARAMS_VALUE_COLOR[3]
3,6,2,visible,MOTION32_SCREEN_PARAMS_VALUE_VISIBLE[3]
3,7,0,color,MOTION32_SCREEN_PARAMS_TITLE_BACKGROUND
3,7,1,text,MOTION32_SCREEN_PARAMS_TITLE_TEXT
3,7,1,color,MOTION32_SCREEN_PARAMS_TITLE_TEXT_COLOR
3,7,1,visible,MOTION32_SCREEN_PARAMS_TITLE_TEXT_VISIBLE
3,8,0,color,MOTION32_SCREEN_PARAMS_BUTTON_BACKGROUND[4]
3,8,0,visible,MOTION32_SCREEN_PARAMS_BUTTON_BACKGROUND_VISIBLE[4]
3,8,1,text,MOTION32_SCREEN_PARAMS_LABEL[4]
3,8,1,color,MOTION32_SCREEN_PARAMS_LABEL_COLOR[4]
3,8,1,visible,MOTION32_SCREEN_PARAMS_LABEL_VISIBLE[4]
3,8,2,text,MOTION32_SCREEN_PARAMS_VALUE[4]
3,8,2,color,MOTION32_SCREEN_PARAMS_VALUE_COLOR[4]
3,8,2,visible,MOTION32_SCREEN_PARAMS_VALUE_VISIBLE[4]
3,9,0,color,MOTION32_SCREEN_PARAMS_BUTTON_BACKGROUND[5]
3,9,0,visible,MOTION32_SCREEN_PARAMS_BUTTON_BACKGROUND_VISIBLE[5]
3,9,1,text,MOTION32_SCREEN_PARAMS_LABEL[5]
3,9,1,color,MOTION32_SCREEN_PARAMS_LABEL_COLOR[5]
3,9,1,visible,MOTION32_SCREEN_PARAMS_LABEL_VISIBLE[5]
3,9,2,text,MOTION32_SCREEN_PARAMS_VALUE[5]
3,9,2,color,MOTION32_SCREEN_PARAMS_VALUE_COLOR[5]
3,9,2,visible,MOTION32_SCREEN_PARAMS_VALUE_VISIBLE[5]
3,10,0,color,MOTION32_SCREEN_PARAMS_BUTTON_BACKGROUND[6]
3,10,0,visible,MOTION32_SCREEN_PARAMS_BUTTON_BACKGROUND_VISIBLE[6]
3,10,1,text,MOTION32_SCREEN_PARAMS_LABEL[6]
3,10,1,color,MOTION32_SCREEN_PARAMS_LABEL_COLOR[6]
3,10,1,visible,MOTION32_SCREEN_PARAMS_LABEL_VISIBLE[6]
3,10,2,text,MOTION32_SCREEN_PARAMS_VALUE[6]
3,10,2,color,MOTION32_SCREEN_PARAMS_VALUE_COLOR[6]
3,10,2,visible,MOTION32_SCREEN_PARAMS_VALUE_VISIBLE[6]
3,11,0,color,MOTION32_SCREEN_PARAMS_BUTTON_BACKGROUND[7]
3,11,0,visible,MOTION32_SCREEN_PARAMS_BUTTON_BACKGROUND_VISIBLE[7]
3,11,1,text,MOTION32_SCREEN_PARAMS_LABEL[7]
3,11,1,color,MOTION32_SCREEN_PARAMS_LABEL_COLOR[7]
3,11,1,visible,MOTION32_SCREEN_PARAMS_LABEL_VISIBLE[7]
3,11,2,text,MOTION32_SCREEN_PARAMS_VALUE[7]
3,11,2,color,MOTION32_SCREEN_PARAMS_VALUE_COLOR[7]
3,11,2,visible,MOTION32_SCREEN_PARAMS_VALUE_VISIBLE[7]
